start	end	text
4089220	4092740	He so so he goes and tries to get money so you can
4093620	4097140	For it somewhere nice or not nice, but somewhere decent to stay so you're not the road way in
4097780	4102180	And all his responses. Why won't he get a job and melts her eventually wears him down
4102900	4105700	Get you back on a monthly allowance of $2,500
4106980	4107620	um
4107620	4108740	Well
4108740	4111140	Started out a lot less more like $1,500
4111860	4112820	Yeah
4112820	4114020	I'm saying eventually
4114020	4121220	But it had been $300 which was obviously not a viable way to live anywhere. Certainly not in a major city
4121860	4122820	um
4122820	4124980	So you get you move in to
4125940	4129540	I mentioned you were at the roadway and you were hooking up with meg and the drug dealer
4130100	4132100	And then you then upgrade to the bellomar
4133620	4134740	um
4134740	4136740	melts her encourages you
4136900	4138180	to
4138180	4141620	Do what you can to figure out what what your arms got
4142340	4144340	And he also shares with you
4145540	4152020	His theory about what's going on with a la which is he's gleaned apparently from his few conversations with her and what you've told him
4152660	4156740	And it's that she continues to hold a grudge against her first husband
4157940	4159300	um
4159300	4164820	Uh, she's consumed with anger at alexander and shame with herself because she failed as a mother
4165540	4167540	Now she's taking out these emotions on you
4168260	4171220	Uh locking you out of the family in order to safeguard her dignity
4171780	4174420	Quote it's about her own social standing her own reputation
4175140	4176900	This is according to melts her
4176900	4177700	um
4177700	4180260	This obviously reinforces your impression to what's going on
4181060	4184660	and all these painful memories going all the way back to foster care and
4185380	4187460	uh
4187460	4189460	and
4189940	4194660	Let's see. I mean it's also kind of from my perspective a bit of a simplistic theory like it doesn't account for
4195380	4201380	All the other like the the fight at this point was two-sided right like you're you were being really rough on her and
4202260	4204260	And she would be listening living in a car
4205300	4209220	Yeah, and she was flying private jets. So yeah, it was a little upset
4212100	4215380	Volved in there to various not quite to that
4216420	4221140	Yeah, dude, I I get like you're both hurt. Yes like from like
4221860	4223860	And she must be feeling really guilty
4224340	4227460	Just a bit for all this stuff built up over decades
4228260	4230260	anyway, um
4231060	4234900	Uh, you had over time been asking ala to share with you
4235700	4239300	The suicide notes she refused you assumed she was hiding something and there was
4240020	4243860	You your guess was that it's something to do with what he had written what bill had written to amshu
4244260	4246260	Which is presumably about doi chi bank
4246420	4251540	And one of your theories is that doi chi was paying all of it if you quiet about the true reasons for the suicide
4252340	4255700	And I saw was one of your it's your theory. Well
4258900	4260900	No, that's not that's really not my theory
4261860	4265780	Is something that doi chi was paying her off. I didn't think that at first I thought
4266820	4270660	It's possible that leavenson planted that in your head a little bit because there's
4271540	4274420	I have seen that in some of the email traffic. You've also told that to me
4275220	4277220	Like in real time
4277220	4279220	I always thought that was your theory
4279700	4281700	Don't blame me for this. No, I'm not it's not blame
4282900	4285940	It's definitely not my theory. Uh, I mean, I have no idea
4286420	4289780	But I do know meld surgery that that that you might be onto something there
4292740	4293940	So
4293940	4297540	You type in so you tried guessing her gmail password that didn't work
4298100	4301780	And so you typed into google a question. How do you hack a gmail account?
4302660	4307940	And I've done that search and it sure enough brings back tens of millions of hits very quickly
4308660	4311700	Uh, and so you I walked through how you
4312420	4319060	Like learned how to do this and I then then we reached back to where we'd just begun which is that you're sitting on the steps outside the bellom are
4319860	4329060	Uh, creating a fake wi-fi spot hot the wi-fi hotspot and watching all the bellomars guests log on and you can see passwords and credit cards and things like that
4329300	4331300	It's a little scary
4331620	4333540	um
4333540	4334740	So
4334740	4340500	It's time to try this and you get meld surgery to negotiate stala for 20 grand for a car
4341300	4346900	Use snort some heroin go to use car lot and plunk down 20 grand on a silver outie q5 fully loaded
4348500	4350500	Quattro
4352980	4356660	Okay, so on father's day you start heading east
4357620	4363700	Um, you try to make some money in vegas that does not work so well. That's not what happens to your heroin
4364340	4368740	I run out and I somebody gets dumped on the shag carpet in the hard rock hotel
4372900	4374900	So before going to new york
4374980	4381140	You arrange for the reunion with the bandmates in philadelphia. You're supposed to meet goldsboro and pittsburgh
4381940	4383940	um, uh
4384500	4390580	You drive for 36 hours straight. Yeah approaching pittsburgh. It's gotta be a new record, too
4391540	4394660	36 hours from vegas to first pretty good. What are you doing?
4395620	4396980	i'm not listening
4396980	4399940	Come come back. I'm coming. Can you listen to this?
4403380	4408180	Yeah, so go on. I'm listening. No, I want I want you here for when I'm explaining this because this is
4408820	4411620	A story that you can tell better than I can
4412100	4415780	Okay, oh, so you want me to no, I want you to tell I just want you to be here to help me out. Okay
4418820	4423380	But in the meantime, uh, you're killing me man. You're killing me. You're like
4424100	4426100	What am I doing?
4427140	4429140	No, I'm just trying to understand. I'm just right here
4429940	4432180	Checking the frame. Come on, man. Tucked up
4434180	4437300	You stole that line for me. Now he says chopped up all the time
4438260	4442820	I've been saying chop chop for years. I'm actually not sure we're supposed to say chop chop
4443700	4445700	What's that?
4446020	4452740	No chop chop is I kept telling you chop chop david. Come on. Where's the article chop chop? So, okay, it's uh three a.m
4453380	4459540	Okay, you're approaching pittsburgh gas station. You realize are did you leave out strawsburgh coming out to yeah?
4459540	4465700	I just don't get into that. It's like too complicated. I skip uh hoover dam as well. Okay, um
4465940	4467060	I'm
4467060	4469060	pittsburgh
4469220	4471220	Um gas station
4472100	4474900	Why did you think the other motorists were plotting to murder you?
4476100	4478100	um
4479140	4481140	That was delusional
4481220	4485460	And obviously, you know very high I hadn't slept for a very long time
4486660	4492020	So there was a time I outran it wasn't they were trying to I'd outrun a police officer
4492900	4499300	Somewhere outside of in the border of uh, it's west virginia in pennsylvania. Was that the right?
4500740	4506740	Anyway, whatever borders pennsylvania and that's where I entered and I had thought that the
4507700	4513140	Uh, the police officers had called ahead to search for this for because I crossed the state lines
4513140	4516820	So they couldn't do anything in that one state so they had to call their friends the other state
4517300	4520820	And since it's like one town next to each other, it's not a jurisdiction. I'm sure
4521540	4523540	That stopped the police officers from
4523620	4526740	Uh, Tennessee or the fuck I was going to pennsylvania
4526740	4531780	So I thought they called their friends and the precinct ahead of me to look for my car and catch me
4532500	4533860	If they could
4533860	4538900	so um, and as the delusions were this is getting more and more severe, I thought that uh
4539700	4542420	I was being followed by off-duty police officers
4542500	4547300	And they're just waiting to catch me to pull me over if you're doing something because they couldn't pull me over for outrunning a cop
4547300	4549940	On some other state line because I cop had no jurisdiction
4550180	4554900	But if they caught me speeding or doing anything else, they had all the right to pull me over and then
4555540	4559700	Arrest me. So I was trying very carefully to follow all the rules and be very safe
4560420	4563780	And I had uh, wait, but then you arrive at the gas station. What happens?
4564660	4569140	Wait, but this is before the gas station, right? But then you get to the gas station because I love the gas station
4569380	4574980	Yeah, I needed to get gas. Um, and so I told you about where before they got I pulled off to the gas station
4575700	4576740	and
4576900	4578100	um
4578100	4580100	There was it was in the first one was empty
4580580	4583380	There was no it was closed and so
4584020	4590580	I tried to get back onto the ramp onto the highway and these cars came out of nowhere and got in front of me onto the
4591380	4593860	Onto the ramp and it put on its brake lights
4594340	4597780	And it was a truck and it had a sign on the backs of caution
4598500	4605060	And it was just a normal caution sign that a truck would have but I read that as the truck was telling me to be careful
4605860	4610340	And I was like like the driver of the truck was like you have to be careful because we're gonna we're gonna get you
4610660	4612340	I was like, oh no
4612340	4614740	so I managed to get back on the highway and find a
4615700	4617700	Well at gas station
4617700	4623540	And then when I got to the gas station, we really took over it was so I got so crazy. It's so scary
4624900	4627540	I was really scared for my life. I thought these people were gonna
4628020	4632420	Are gonna beat the shit out of me because like redneck fill in the middle of nowhere and
4633140	4638180	Like they were conspiring and to murder me for outrunning one of their friends
4638260	4643860	Or it was just this got built up in my head and I couldn't you know, I thought I someone had slipped me up acid
4644340	4647140	I I remember going to the gap to the mcdonald's for coffee
4647700	4651140	And I'm thinking is there lsd in this coffee like what the fuck this can't be normal
4651700	4657860	And at some point I lost the fact that this was either me or lsd or something else that had drifted off
4658420	4659540	into
4659540	4660660	into
4660740	4666100	Memory and what took over and my consciousness was that I was in this terribly dangerous situation
4666900	4669540	And um, and how are we gonna get people's attention to help you?
4669700	4672580	I was gonna get people's attention by the same the car and fire
4673380	4678020	Is my recollection of what you told me is that you were going to ram the car into the gas pumps?
4678340	4683860	No, but no, I was gonna no, I was gonna set the car and fire reporting gas all over the car
4684260	4686260	So the way goldsboro
4686980	4689860	Tells this to me is that he's on the gray hand in the middle of the night
4690020	4695140	But the reason I had good reasoning in my delusion. I had good reasoning. How's that is that rather than be
4695940	4700900	Murdered by these redneck cops and their friends. I would be going put into a proper jail
4701620	4706740	with real police if I had created a huge scene of some kind and then they could I could not be ignored
4707620	4710420	and then I could not be rather than being uh
4711380	4713780	Wister it whisked away in some room and murdered
4714260	4719940	That that would have a huge noise that people that are outside of the gas station would call the police and the people inside the gas station
4719940	4725540	Would call the police or into strangers that were coming in to get gas would call the police and arrest me officially
4726100	4728100	So you were witnesses, you know
4728500	4735700	So you were in fashion. I wasn't it was very bad. Yes very bad. Okay. I was so scared
4736420	4738420	So I mean it was like
4738660	4744900	It sounds terrifying. It was terrifying. I'm laughing now, but it's it's funny in retrospect, but it wasn't funny at the time
4744900	4746900	Yeah, it doesn't sound funny
4747380	4751060	Okay, so you eventually make it to new york you re up on harrowing
4751540	4756340	Uh, I was didn't want anyone hurt. So I was waiting for the like the proper time when it would be
4756820	4758500	You know, there would be no people that would be
4759300	4761620	You know caught in this explosion or the fire
4762180	4765860	So I was like waiting, you know, I didn't know what to do and I couldn't believe I'm sitting in the car
4765940	4772980	Like I can't believe I have to set the gas station on fire. I can't believe I have to do this. Okay. Let's keep going. It's terrible
4773780	4777620	Well, no, I mean, it's no, I love it. I've got it. Is this how you wrote it? Yeah
4777620	4784340	Yeah, more or less my recollection in gold's rose recollection is that you were planning to ram the car into a gas pump to cause an explosion
4784900	4786500	No, I was it was decided on fire
4786500	4790820	I mean because he's running into the it wouldn't cause an explosion is to have a car hit gas pump
4791220	4794260	I mean, you have to actually set it on fire. So I don't know why he would say that
4794980	4797060	Um, it doesn't make sense. But none of it
4797140	4803700	No, no, no, that is not the that's yeah, it doesn't it doesn't make sense without that also, uh,
4806340	4810740	It's terrible and I never I mean you heard stories of people going into these drug fuel delusions
4810900	4814820	I didn't know I thought they were just sort of like exaggerating. I didn't know it was a real thing
4814980	4819460	And you're losing control of your mind. That's a scary scary place to be. Yeah, it was scary
4819540	4825780	But in my head, I didn't know it was in control till afterwards which makes it even scary. Yeah, right? Like it's one thing
4826580	4828580	It's insane. Yeah
4829220	4831540	Um, I was insane for that time. It was terrible
4832500	4839860	Anyway, sorry. No, this is interesting. This is kind of a more depth to the story than I previously heard actually so
4840740	4844900	Okay, so fast forward a couple weeks you re-up the supply of heroin drive to new york
4845620	4851460	And you arrive at the apartment your mom's apartment building. It's your first time there since the moral
4852900	4854020	Uh
4854020	4856020	doorman lets you in
4856420	4858580	And you ride the elevator up to the 15th floor
4859380	4864340	Knock on the door your mom looks through the people you have to keep in mind. I didn't sleep for nearly a week
4864980	4867860	I mean the 36 hours is this this is we're back to no it's back
4867940	4873460	Yeah, getting to that point of that insanity that I was in I didn't sleep because I had detox myself
4874340	4879540	Uh into hoover dam. I still could not sleep. It was terrible. It was hard to yourself at about the hard rock
4879620	4885380	I would say five days or less. Yeah hard rock hotel of no sleep and then a lot of amphetamine
4885780	4888420	and riddle in that the sub buttex
4889220	4891860	A lot of it with no sleep and driving. Yeah, so it was
4892500	4894500	Yeah, that'll do for disaster
4894660	4900260	I mean, you're honestly lucky you didn't crash and really get hurt. Yeah, I mean, I know I'm a terrible driver too
4900420	4905620	I don't know how that I just get that luck man. Luck not skill at high speeds. I'm a good driver
4907860	4909860	Remind me never get me
4910660	4912660	Um, okay, okay
4912980	4915540	Up you go in the apartment building to the 15th floor
4916340	4918340	She won't let you in
4918340	4924020	This is all going according to the plan you sit down the carpeted hallway floor with your laptop and lay your trap
4924580	4927780	And then you call the police. Yeah, police arrive
4928660	4930900	Um, that gets your mom to open the door
4931940	4933940	she uh
4934260	4936020	The carpeted floor
4936020	4942980	It's carpeted in the hallway. Yeah. No, it's not there was a rug a throw rug in sound card. Okay. Um
4945940	4947940	Um
4950340	4952340	So cops come
4952340	4953540	Uh
4953540	4955860	She says she's someone over if you can't see me now
4956580	4959780	Uh, or I can't see you now and the cops say
4961300	4964500	You can go get a judicial order the next day, but there's nothing they can do
4965140	4968180	But at this point your trap has worked the
4968980	4972580	Your laptop is intercepted a bunch of data from her phone or computer
4973380	4975620	And off you go down to the lower east side
4976580	4978580	park the car on orchard street
4981780	4984180	There you're sitting in the car air conditioning running
4984900	4986900	Um
4987220	4994580	And if you start looking through all the packets then your packet sniffer or whatever it's called the wire sharp
4995860	4999140	What is it wire sharp wire? Sure. Okay, and
5000260	5002260	Lo and behold
5002260	5007380	You find what looks like an email or a password to the gmail account
5009220	5011540	You get a gmail type in the credentials
5012100	5016500	Hold your breath. I should de-hash it. There's more process, but it's more elaborate than that. But yes
5016500	5019140	Well, but ultimately you go to the gmail account and you type in
5019860	5023780	Her username and then the password that you've deciphered and it
5025540	5026580	Uh
5026580	5028260	And you're in
5028260	5030260	first step
5030260	5032260	Some more to stay
5033380	5035780	And you book yourself in to university club
5036580	5038260	With her credentials that are in her email
5038340	5042260	So I didn't want to waste time looking for a credit card number because there's so many emails
5042420	5047860	I don't know how to search through this app. So I figured this is the first thing I saw was the university club's a guess
5048500	5050500	It's easy to get to. Yep. Yeah
5051060	5051620	um
5051620	5052660	It
5052660	5057380	Because I figured I could just go find credit card numbers once I had a place to stay why waste time doing the car
5058020	5060020	um, okay, so
5061060	5063060	um
5063540	5065380	You get there
5065380	5067620	You buy some cigars since they don't have cigarettes
5068740	5070740	Um, right?
5071460	5076740	Wait, sorry to say again. I you get there. You buy some cigars and live cigarettes. They don't have cigarettes
5077300	5081540	I smoke these ridiculous cigars. I parked the car in there in their parking lot
5082340	5086740	That's right. It's disgusting. It's smoking cigars. That's cigarettes. They can handle it
5088020	5089540	um
5089540	5093860	Okay, so you start going through the emails and what do you see you see
5094820	5096260	all sorts of
5096260	5101380	Signs of them your mom and sisters returning to normal life traveling gossiping
5102020	5103860	going out to dinner
5103860	5105860	Doing all sorts of stuff that's not including you
5106740	5108740	Um, which has got to hurt
5110100	5112100	You find the wills
5113700	5118420	Um, you find what looks to you like evidence that your mom gave
5120020	5122900	Oh, I had the wills before but I found other wills. Yeah
5123860	5127780	And that you find what you think is evidence that your mom gave
5129220	5132580	Lots of money to your sisters. Yeah, not to you. Yeah, um
5133540	5135540	5 million in total
5135940	5137940	um
5139300	5141860	Okay, so you're in a lot of pain
5144580	5147140	I'm not going through all of this right now because it's just it's too much
5147300	5149300	Um
5149620	5154420	So still the university club you go back in and you search for two words notes bill
5154980	5156980	And very quickly you find a pdf
5157940	5160260	File you open it in there the suicide notes
5161220	5163780	And you go to the bathroom
5165220	5169540	And you open the window and you sit in the toilet and you start reading
5170980	5173140	And
5173140	5175140	I mean
5175140	5177140	I don't know you want to just
5177780	5179620	Tell me how you feel or do you want me to go through this?
5180180	5183300	Well, I mean, it's how you wrote it. That's what's important
5183940	5190100	It's like it's more interesting here what you how you wrote the incident with the gas station than hearing me say
5191940	5193940	That's a fact, David
5194020	5195060	So, I mean
5195060	5197060	Sure, so how did you write it?
5197060	5201940	Um, so first up your mom's letter. Okay, uh, you would the last you had heard
5202660	5205940	Was from bob at the funeral because that was a beautiful love letter
5206900	5212900	And this is not a beautiful love letter. It's page after page after page of insecurity anger
5213620	5215620	paranoia
5215860	5218180	How he's an alcoholic he even mentions Deutsche Bank
5218820	5221540	And the role there and how it you know
5222260	5224260	Why that role was not satisfied?
5224900	5227860	And it you're meanwhile the room is being filled with smoke
5228740	5234500	Your word is going to go into the hallway. You turn on the hot water. So now it's all steamy and smoky and disgusting
5235700	5238820	And one by one you read these notes. Um
5239860	5244900	There's Alessa and kushkas. There's the one to build mother
5245620	5248420	There's the one to you, which obviously you've already read
5249140	5250340	Um
5250340	5252500	And then at the back is the one to on cue
5253220	5254980	And this is an important moment
5254980	5257140	This is an important moment for you for me for the book
5258100	5260100	And it
5260820	5262820	Because this is what you've been looking for
5262980	5265060	And this might have some answers and you read it
5266420	5268020	and
5268020	5270660	You read it and you read it again and again
5271140	5277780	It doesn't make sense why it says his he apologized for being careless. What does that mean? How would he betray it onto his trust?
5278740	5280740	Um
5281780	5283780	And you sit there and you cry
5288580	5290580	You
5290900	5292900	Okay, up to me you go
5294420	5295940	Bar Harbor
5295940	5298340	Sydney the elusive sydney davis
5301060	5303300	Um get back near briflin
5305220	5307220	Sources already happy memories
5307780	5309780	It's quiet there
5309860	5311860	Start recording music
5311860	5314900	Um in portland or start recording music
5315460	5322180	Okay, it's portland. Okay good, but bar harbors the sydney has placed some bar harbor and sag harbor or sorry sag harbor and
5324740	5326740	Sag harbour, yeah, not harbour
5327300	5330020	Good, or sorry seal harbour. Sorry seal harbour
5330820	5334420	Which is about 40 minutes away from brooklyn. All right, maybe i'm just gonna
5335460	5341380	Just delete the gene graph or the terrain. Um, it's seal harbour. Okay, um
5342100	5345140	Um, and which is near bar harbour. Okay
5346020	5348740	Um, and start making music. Okay
5349620	5351620	You
5352660	5356740	You did lyrics for no love, which is one of my favorite songs. Thank you
5357460	5361060	Love do you know no love? It's a really really good song
5362020	5364340	Um, what was that? No, no
5365860	5367860	Um
5371940	5374740	Yeah, i mean i i want to hear some of this music live to be honest with you
5375460	5376820	Yeah, i gotta
5376820	5381540	Let's okay, so you also did the art for dead men don't dance the album cover
5381860	5386900	Yeah, and it's that picture the black and white shot of ala and alexander and ukraine at the party
5387540	5389220	now you
5389220	5391380	splatter with these pink spheres
5392500	5394500	Yeah
5395380	5397380	It'd always been a mysterious photo
5397460	5399960	Serious image now no one else can tell what it is either right
5405380	5407380	Okay
5408340	5409700	So
5409700	5411700	What was he talking about in that note doc?
5412820	5415940	Why did he feel why did he blame himself for all this?
5419460	5424660	Let me just pause there. Okay, what do we have a plan for meet him? Yeah, I was checking to see if it does
5424660	5427620	Are refined it's finger seven o'clock
5428340	5430340	So let me just say I think it is a good song
5431220	5433220	Um, hold on. It's still good for seven
5433940	5437380	Or should we make it seven 30 years about to die anyway, so here
5442020	5447540	I don't think this is gonna fit no it's like different uh, do they change i've got a charger
5448100	5451380	They change the charger again? Oh, it's a fire
5452340	5457780	I've got a cool one, but wait hang on. I think we're about to get into like a whole another
5458660	5460260	Sequence of shit
5460260	5462340	And I just feel like maybe this isn't the right time to do this
5462340	5464900	It's not because it's not because of anything bad or like the alarming
5465220	5471060	Because this is a pretty good stopping point if we're about to go to dinner in a few minutes. Yeah, I think I think we've done a lot
5471700	5473700	Yeah
5473860	5475860	I think it was a good time to stop. Okay
5477460	5480500	You want to you want to turn off the recording right? Okay
