start	end	text
3274280	3275120	Yeah.
3275120	3275960	And it.
3275960	3278600	That leads to failure, I guess.
3278600	3279440	Okay.
3279440	3281240	So let's see.
3284960	3286800	Am I going to Europe?
3286800	3287920	Is that what's next?
3287920	3288760	So what's next?
3288760	3290120	Let's go to Europe.
3290120	3291000	Off you go.
3291000	3291840	Okay.
3291840	3293600	So you decided to go to Europe
3293600	3295440	a little bit after the second anniversary of your death.
3295440	3297600	Are you going over the post thing?
3298520	3299360	No.
3299360	3302400	I'm mentioning, that's a good question, actually.
3302400	3306680	Let me, we'll get there in two minutes.
3306680	3307520	Okay.
3307520	3308960	So you decided to go to Europe
3310480	3312520	a little bit after the second anniversary of your death.
3312520	3315320	So that's in early 2016.
3317000	3318320	It's March, probably.
3318320	3319160	Yeah.
3322080	3326240	I'm noting that, and maybe this is wrong, actually,
3326240	3327240	and I should fix this.
3327240	3329320	But there is, at least the way it seemed to me
3329320	3332440	and previous, our infinite conversations
3332440	3333760	we've had about this.
3333760	3336080	By this point, it seemed a bit clearer to you
3338080	3340520	that your dad clearly had committed suicide,
3340520	3345520	at least in part, because of fear and concern
3345720	3348840	and shame about what had happened at the back.
3348840	3350440	No, not yet.
3350440	3351280	Not yet.
3351280	3353440	This is a good thing you brought up.
3353440	3356360	Because at this point, that's why I said,
3356360	3357280	I'm going to go over the post part,
3357280	3360600	because this is when Michael Gray comes in
3360600	3364400	and plants it in my head that my dad was murdered.
3364400	3366000	He puts this into my head,
3366000	3367920	which I already kind of thought,
3367920	3370200	he was toying with this idea that he was forced
3370200	3373120	to kill himself or suicide by extortion.
3373120	3375760	Like, if you don't kill yourself, we're gonna,
3375760	3377240	the Hollywood version.
3377240	3378520	In fact, the next paragraph here,
3378520	3379800	we got into Michael Gray, so.
3379800	3383200	Yeah, and when that seed was planted in my head,
3383200	3386600	I went to, I wanted to meet David Rossi,
3386600	3388840	when I learned the whole David Rossi story.
3388840	3390240	But did you think at that point,
3390240	3392680	that in a literally like way?
3392680	3394360	I didn't want to believe that my dad killed himself.
3394360	3396360	I did not want to believe that at all.
3397720	3399560	And that's, tell me why.
3399560	3404360	I just, it just didn't fit in my understanding of my father.
3404360	3406720	It just didn't fit in anyone's understanding of him.
3406720	3407560	As you can guess.
3407560	3408740	Yeah, that's definitely true.
3408740	3411320	So there's, in congruency there,
3411360	3413280	I wanted to figure out what was wrong.
3413280	3417280	And what was, maybe I have to examine all possibilities.
3417280	3420560	And one of those possibilities is that it was
3420560	3424000	some sort of shady mafia shit with Monty Duposky.
3424000	3426080	And that's what Michael Gray planted in my head.
3426080	3427080	And I ran with it.
3427080	3429600	And I really took it to the end of its,
3429600	3432160	I took it as far as I could go until I realized
3432160	3434320	that that was ridiculous.
3434320	3435760	But I had to examine it.
3435760	3436600	No, I understand.
3436600	3438000	And this is actually, in fact,
3438000	3439680	basically the way I've written it.
3439720	3441520	There's no indication of foul playing Bill's death,
3441520	3443560	but after watching the Italian video,
3443560	3444520	you couldn't help but wonder
3444520	3446680	whether I'm going to uncover, et cetera, et cetera.
3446680	3450160	So one thing I need to run by here or tell you
3450160	3453360	is that I've got a footnote here.
3453360	3454640	There aren't many footnotes in this book,
3454640	3456360	but there's one right here.
3456360	3460240	Which I say, exercising awful judgment,
3460240	3462160	you shared with Michael Gray,
3462160	3464000	one of the photos you've shown,
3464000	3466320	or you've taken of your dad lying in the hallway.
3466320	3469200	And I say that exhibiting even worse taste,
3469200	3471400	the post then published that photo.
3471400	3472720	And I'm saying that your family-
3472720	3475400	I was saying the emails where I was upset about that.
3475400	3476240	And I'm saying-
3476240	3477600	The emails I said to Michael Gray,
3477600	3479480	like, why did you do this to take it out?
3479480	3480560	And they said it was too late
3480560	3481400	because it's already-
3481400	3482640	Well, they did edit it, ultimately.
3482640	3483480	But there-
3483480	3484320	They did.
3484320	3485160	Ultimately, yeah, it's not like that.
3485160	3486320	I haven't even looked.
3486320	3487160	Yeah, it's gone.
3487160	3488000	I mean-
3488000	3488840	That's great.
3488840	3491000	But in his, I mean, there is not much defense room.
3491000	3492560	Like, you should not have published those photos,
3492560	3493400	I don't think.
3493400	3496440	But on the other hand, yeah, you like did,
3496440	3498080	he's a journalist and you gave it to him, so.
3498080	3499680	You should have asked me.
3499680	3501440	Well, whatever, it doesn't matter.
3501440	3502280	There is-
3502280	3503120	No, it doesn't matter.
3503120	3504520	I said, can I use this photo in the production?
3504520	3507440	I said, yes or no, you know, you should have asked me.
3509160	3511480	I'm noting that your family suspected
3511480	3513400	you had sold the photo to the post,
3513400	3514960	which was not the case,
3514960	3516360	and they never forgave you for that.
3516360	3518960	No, for something, never forgave you
3518960	3520680	for something that never happened.
3520680	3522240	Well, you did share it with the post.
3522240	3523080	Yes, I did share it.
3523080	3526200	Which was not in my, I don't think,
3526200	3527600	you've not, this is a stupid move.
3527600	3528440	It was stupid, yeah.
3528440	3529280	Yeah, shit, yeah.
3529280	3530200	Just wanted to know what it would be,
3530200	3531040	what we want to be at the scene,
3531040	3531880	what it would look like.
3531880	3532920	And then I thought, you know,
3532920	3534720	they could have gotten it from the police anyway,
3534720	3536240	it's like handed everything over to them,
3536240	3538880	so why not save them some fucking time?
3540480	3543840	It's not like they couldn't get it in my head,
3543840	3545600	so I thought, I don't know.
3545600	3546440	Okay.
3546440	3547960	It was, yes, but yes, it was a terrible move,
3547960	3550000	and it's fine to put that in there.
3550000	3550840	Okay.
3553320	3556160	Okay, so you, maybe you've already done this,
3556160	3558320	but you go into your mom's email,
3558320	3560960	you find the details for AMX.
3560960	3561800	And...
3561800	3564440	I think also, if I could just go back for a minute,
3564440	3565800	instead of just a footnote saying
3565800	3568000	it was a ridiculously terrible move,
3568000	3571960	can you explain that it became a huge
3571960	3574320	incident between the family?
3574320	3575160	Yeah, no, I say that.
3575160	3577880	I say, Val family suspected that he had sold
3577880	3580240	the photo to the post, which was not the case,
3580240	3581680	and they never forgave him.
3581680	3584640	Okay, I mean, you think it's only worth a footnote?
3584640	3585720	Yeah, I do.
3586160	3587000	Um...
3592080	3594760	Okay, so you get your mom's AMX number,
3594760	3596840	you buy a bunch of new computer equipment
3596840	3597880	for the trip to Europe,
3598960	3603360	you load all this stuff onto one of the new laptops,
3603360	3604840	you get a business class ticket to Paris,
3604840	3606440	and you fly in March of 2016.
3607320	3609360	You land at Charles de Gaulle,
3609360	3612920	and things immediately go off course.
3612920	3614360	You're in the bathroom,
3614360	3616480	briefly to snort a few lines of coke,
3616480	3618600	and you leave your bags unattended.
3618600	3619440	Yeah.
3619440	3620880	And when you come out,
3620880	3623280	a bunch of the new computer stuff is gone.
3623280	3625000	The laptop with all the stuff on it.
3625000	3629440	I'd go, and it was snorting heroin, not coke, but...
3629440	3630280	That's good.
3630280	3631120	Let me...
3631120	3631960	That somehow fits right now.
3631960	3634160	Yeah, and I was doing that on the flight, too.
3636240	3639520	And I had gone to the bathroom,
3639520	3641480	yes, but I did not leave my bags unattended.
3641480	3643520	I had them all in that silly little push cart
3643520	3645560	they have brought into the bathroom with me.
3645560	3648120	I specifically chose one of those big disabled bathrooms,
3648120	3649640	so I could put it all in there.
3649640	3653080	Took it all back out, everything was in my line of sight,
3653080	3654760	and I go to buy a SIM card,
3654760	3656280	and it's the only time I could not take it
3656280	3657520	into the kiosk area.
3657520	3659480	I had to leave it next to the cashier.
3659480	3660320	Got it, okay.
3660320	3661680	That's when I would have lost my line of sight
3661680	3662880	for just a few minutes.
3662880	3663960	Yeah, okay.
3663960	3665720	So computer equipment gets stolen,
3665720	3668560	except for the laptop with all the stuff
3668560	3671800	you'd got taken from your dad's files.
3671800	3673960	There were two iParents,
3673960	3677760	and two possibly,
3677760	3679120	whatever it was in the police car, I can't remember,
3679120	3681160	it was two hard drives, the big G drives,
3681160	3683360	like those two terabytes worth.
3684480	3687160	Two of those are gone, and the iPads are missing.
3687160	3688000	Yeah, okay.
3688000	3689800	And the backpacks I had on my,
3689800	3692520	I was wearing them so they couldn't have taken those.
3692520	3693360	Okay.
3694560	3696680	Nothing else was taken, no passport,
3696680	3699000	everything else was, nothing else was stolen,
3699000	3700600	but those specific drives.
3702120	3705440	Okay, you called Larry Meltzer from the airport,
3705440	3707280	told him what had happened.
3707280	3709960	I called him at the hotel, but not at the airport.
3709960	3710960	You sure about that?
3711960	3714200	I'm pretty sure you called him from the airport.
3714200	3715400	Did I call him from the airport?
3715400	3716240	I may have.
3716240	3718280	If he says I did, I probably didn't.
3718280	3720880	Okay, so he told you.
3720880	3722240	I called him many times, I just can't remember.
3722240	3727240	Yeah, he told you that it was possible
3727760	3728880	that you were being followed,
3728920	3731040	perhaps at least I'm from Deutsche,
3731040	3734280	and he just warned you to be careful.
3734280	3735120	Yeah.
3735120	3737760	So you then rent an Audi from Avis?
3737760	3741320	No, Nissan Cascua, Cascai.
3743400	3744240	Really?
3744240	3745080	Yeah, yeah.
3745080	3745920	What did he?
3745920	3746760	It's a bit later.
3746760	3750440	I spent about three weeks detoxing off the heroin.
3750440	3752120	Unfortunately, in France, there's a lot of coding
3752120	3754000	over the counter, so that was very helpful.
3754000	3755440	But when you drive to Amsterdam,
3755440	3757440	you drive an Audi from Avis?
3757440	3758720	No, no, no, no.
3758720	3761880	When I drive to Amsterdam, I drive a Nissan Cascai.
3761880	3762720	You sure?
3762720	3765360	That's what, in Amsterdam, your car gets smashed.
3765360	3767760	Yeah, that's the Cascai, the Cascai.
3767760	3769280	Are you 100% certain about that?
3769280	3770800	Because you showed me a photo of this.
3770800	3771800	Yeah, I'm 100% certain.
3771800	3774920	I'm saying this, but it looks like an Audi, but it's not.
3774920	3776200	Okay, so what is it?
3776200	3779400	It's a Nissan QUA.
3779400	3780240	I don't care.
3780240	3781080	I'll just say Nissan.
3781080	3781920	QUAI.
3781920	3783120	Okay, Nissan.
3783120	3784320	I'll share the photos.
3789120	3791960	Okay, so one evening, someone smashes the car's window,
3791960	3794480	steals the remaining laptop,
3794480	3796640	which was hidden under the passenger seat,
3796640	3798760	and yet your wallet, password, guitar,
3798760	3800760	which were all in plain view weren't stolen.
3800760	3801600	This is in Amsterdam.
3801600	3802440	Yes.
3802440	3803280	Yeah.
3803280	3804600	And that's it for you.
3804600	3808000	You concluded at this point, and as does Larry Meltzer,
3808000	3811480	that there's a conspiracy afoot.
3811480	3813480	A conspiracy afoot.
3813480	3816840	And, you know, I'm not sure if I'm going to be able to
3817800	3821800	And Meltzer is further convinced of this
3821800	3823960	because he, at one time when you're talking,
3823960	3826200	hears some odd clicking sounds on the line,
3826200	3828440	and another time you call him,
3828440	3830560	but end up getting connected to his wife's cell phone.
3830560	3831400	Very weird.
3831400	3833240	Yeah.
3833240	3834640	And then not only that, I mean,
3834640	3837120	computers would turn off restart on their own.
3837120	3840040	The phones would turn off restart on their own.
3840040	3841200	Very strange things happen.
3841200	3844120	Very odd buggy behavior.
3844120	3845320	We're both convinced.
3845320	3847680	Well, he convinced me that I was being hacked.
3850320	3851760	I didn't want to believe it, because I had,
3851760	3854280	remember, I had just been through this terrible experience
3854280	3856120	of paranoia and delusion.
3856120	3859040	I did not want to ever go back there again.
3859040	3861400	So any hint of you're being followed was like,
3861400	3862800	I don't want to believe this.
3862800	3864040	I'm not being followed.
3864040	3865400	I'm perfectly normal.
3865400	3866880	Everything's normal, you know?
3866880	3868600	And Larry had to keep beating it into me
3868600	3870640	that be careful, be careful, be careful.
3870640	3871480	Yeah.
3871480	3873120	I mean, some people might argue that that is not
3873120	3874640	the most constructive rule for a therapist,
3875120	3876720	I know, I know, I know.
3876720	3878280	It's funny that the therapist is telling me
3878280	3879520	to be more paranoid.
3879520	3881880	Yes, funny is the word for it.
3881880	3883440	It's ironic, ironic.
3883440	3887880	Okay, so you check into a suite in the Steigenberger,
3887880	3889800	Airbird of Tallinn, Amsterdam.
3889800	3894080	Wait, but what about the whole time in the Camping
3894080	3894920	of Ligambos?
3894920	3895760	That was a whole...
3895760	3897440	No, that's afterwards.
3897440	3899360	No, no, no, no, no.
3900240	3903480	I check into, I can see it in my head.
3903520	3904760	This is the campground you're talking about?
3904760	3908200	Yes, before the campground, I check into
3908200	3911280	the Hotel New Hampshire, New Hampshire Hotels
3911280	3912880	right in Rembrandt Square.
3914040	3916880	Tell them the name of it if I can find it for you.
3916880	3921880	And I stay there for about 12-ish days
3922120	3925000	before I'm going to go to Siena.
3925000	3926800	And we also passed up to me trying to get back
3926800	3928320	into the country, back into England.
3928320	3929320	Yeah, I don't care about that.
3929320	3930160	Okay.
3931240	3932240	Now, are you sure about this
3932280	3933480	because I've looked at the receipts
3933480	3934880	from the airport hotel.
3934880	3936040	Yeah, no, I definitely stayed there,
3936040	3941040	but that was after the Camping of Ligambos.
3944120	3946640	It was a Hampshire hotel in Rembrandt Square.
3946640	3947840	I'm going to call it Hotel New Hampshire,
3947840	3949960	but it's not, that's a book by John Irving.
3949960	3953720	It was something, something, and it had a nice suite.
3953720	3955320	Don't worry about, what are you doing right now, by the way?
3955320	3957560	I'm trying to find the photo of the car,
3957560	3960200	of the Nissan Cache Quarry.
3960200	3963920	And I'll show you the picture of the hotel as well,
3963920	3967000	the actual name of the hotel in Amsterdam.
3967000	3969560	Okay, so you stay at another hotel in Amsterdam.
3969560	3970400	Yes.
3970400	3971640	Then, using your mom's AmEx,
3971640	3976640	and then you, she or her guy figures out
3977880	3979360	that there's theft going on.
3979360	3980520	Not yet.
3980520	3982000	Why do you end up at the campground then?
3982000	3983440	So I'm at the campground.
3983440	3984280	No, no, no, no.
3984280	3985160	You're in a hotel.
3985160	3986000	Yeah.
3986000	3987520	Why do you go from a hotel to a campground?
3987520	3991320	So I met this lady in a bar in Amsterdam,
3991320	3993680	and she said, you got to come to this place
3993680	3996800	called Fliegenboos, where there's like a hippie dream.
3996800	3998480	You know, everyone's jamming all the time,
3998480	4000480	and people from all over the world are here,
4000480	4003400	and it's just like the coolest place in Amsterdam.
4003400	4005320	And come on Saturday night, especially,
4005320	4006760	you know, I want you to come play with us.
4006760	4007840	You brought your guitars, you know,
4007840	4010520	come jam and play a show here.
4010520	4012160	And I'm like, okay, fine, why not?
4012160	4013760	You know, I haven't played music in a while.
4013760	4016840	It'll be good to meet some, some cool people in Amsterdam,
4017600	4018440	and go.
4018440	4020120	So I drive down there,
4021400	4023880	and it turns out it was not the hippie dream she mentioned.
4023880	4026520	She just was running this music show,
4026520	4028040	this music night at the place,
4028040	4029800	and just wanted me to play for free.
4029800	4030640	So I was like, okay, fine.
4030640	4033240	So when I played, I rented a cabin,
4033240	4035600	and I stayed there for two nights,
4035600	4038200	and the night before I was going to leave,
4038200	4040400	I think it was a Sunday,
4040400	4043360	I go into Amsterdam, into Thalstra,
4043360	4046400	to go buy some cigarettes in the center of Amsterdam.
4046400	4049760	I leave the car in a cobblestone fucking street
4049760	4050760	to go buy cigarettes.
4050760	4053320	I've gone for five fucking minutes.
4053320	4054880	I get back into the car,
4054880	4057480	I get back toward the car, I see the strewn glass,
4057480	4058640	and I'm like, oh shit,
4058640	4060000	somebody's car just got broken into,
4060000	4061800	I feel terrible over it.
4061800	4063120	This happened too.
4063120	4066560	I get closer to my car, and underneath the fucking lamp,
4066560	4069360	you know, there's just windows gone smashed.
4069360	4071360	I'm like, fuck it's me, you know?
4071360	4073640	I go in, I check to see what's missing.
4073640	4076040	Only thing that's missing is the black laptop.
4076320	4079720	Just exactly like this, I use this exact same cover.
4079720	4081360	In the darkness of night,
4081360	4082960	under cover of the fucking night,
4082960	4085200	in Amsterdam, under one streetlight,
4085200	4087760	underneath the passenger side seat,
4087760	4089720	you had to know where it was.
4089720	4094640	My passport, right here, right here,
4094640	4095760	nothing else was taken.
4095760	4098360	Guitars, in the back, my strat, in the back,
4098360	4099640	all my luggage, in the back.
4099640	4100480	I'm just starting to lose it.
4100480	4102120	Can we just focus on the chronology for a second though?
4102120	4104840	There's, okay, so you're at this New Hampshire hotel,
4104840	4105960	whatever it's called.
4105960	4108680	You then go and spend a couple nights at the campground,
4108680	4110200	then your car that's broken into,
4110200	4112760	and they steal the laptop, and then what?
4112760	4116520	And then, I file a police report,
4116520	4119520	I go to the Amsterdam police,
4119520	4122120	we call Avis, tell them what happened.
4122120	4124520	They said they're gonna send a tow truck the next day
4124520	4126200	and swap out cars for me, you know,
4126200	4127720	don't worry about it, et cetera, et cetera.
4127720	4129560	You might have to pay a little bit for the window,
4129560	4131240	whatever you're based on your insurance.
4131240	4134480	I'm like, great, I got full insurance, you know?
4134520	4136920	At least I thought I did, I turned out I didn't.
4136920	4141120	I go back to the campground, I sleep, I wake up,
4141120	4143320	I go to check out with my card,
4143320	4146360	and the, I can't remember his name anymore,
4146360	4147640	but the guy's like, your card's not working,
4147640	4148480	I was like, what do you mean it's not working,
4148480	4149840	it's not working, so your card's not working.
4149840	4152720	So I call the bank, and I look at the app,
4152720	4154360	sorry, I didn't call the bank, I look at the app,
4154360	4157040	and I'm negative $15,000.
4157040	4157880	It's like, what the fuck?
4157880	4162200	And it's from Avis, I fetch Avis, and so then I'm stuck.
4162200	4163920	And so then you just stay at the campground
4163960	4165120	for a while, and I just stay at the campground.
4165120	4166560	Okay.
4166560	4168920	There were, yes, the reason I couldn't get out,
4168920	4170080	because I could not.
4170080	4172280	Wait, so then were you using your mom's credit card,
4172280	4173360	or was that another credit card?
4173360	4175000	I was using, no, for the,
4175000	4177000	Vleganbos was not very expensive,
4177000	4178640	so I could use my card for that.
4178640	4180120	But what about for Avis?
4180120	4182680	For Avis, I used my mom's card,
4182680	4186120	but I paid with my, I used my mom's card as the,
4186120	4188240	because you can't do it with a debit card in that country,
4188240	4190520	but I can use the credit card number
4190520	4191680	and put it on my card,
4191720	4194720	because it could not charge remotely only on digits.
4194720	4197000	I had to show up with an actual thing,
4197000	4200560	but on the reservation online, you can use just digits,
4200560	4203440	but you have to show up with a proper car
4203440	4205280	that they can take money from in person.
4205280	4207320	So they couldn't take money off my mom's card,
4207320	4208720	they can only take it off my card.
4208720	4211880	So I used it to establish that there is credit,
4211880	4212920	and that if anything happens,
4212920	4215160	you can go to this credit card company.
4215160	4219560	That's the way they did it in fucking Avis Charles DeGaulle.
4219560	4220440	Do you understand what I mean?
4220480	4221320	Yes.
4221320	4223800	What I'm confused about a little bit is-
4223800	4225120	And I had to use my money,
4225120	4226400	otherwise I would have got a much better card.
4226400	4228360	At the Hampshire Hotel,
4228360	4233360	you are staying on for 12 nights on your mom's card.
4234920	4235760	Yes.
4235760	4236600	Okay.
4236600	4241000	So why once your bank account gets drained by Avis,
4241000	4242400	why don't you just go somewhere else
4242400	4243600	and put it on your mom's card?
4243600	4246440	Because that, yeah, that card, I couldn't use it.
4246440	4247520	I couldn't use that anymore.
4247520	4248640	Because your mom had figured it out.
4248640	4251040	She had canceled that card, yeah.
4251040	4253080	That specific card, and I hadn't gone back
4253080	4254400	to the emails to find other cards.
4254400	4256600	Right, and she had figured out, okay.
4256600	4257440	And I did try.
4257440	4260640	So what I've gotten wrong here is not,
4260640	4263240	it's really just that I got wrong in the name of the hotel.
4263240	4264080	Right.
4264080	4265880	So, okay.
4265880	4267360	And the Audi.
4267360	4268200	Yeah, and the Audi.
4268200	4269040	Yeah, and the Audi.
4269040	4271280	Believe me, if I could have used my mom's card,
4271280	4273560	I would have gotten a much nicer car.
4273560	4275600	Okay, I'm quoting you saying
4275600	4278800	that you didn't feel guilty stealing from her.
4278800	4279720	Not at all.
4279720	4281000	And I'm quoting you saying,
4281000	4282440	this is the only way I can get at her.
4282440	4283760	This is the only jab I can take at her.
4283760	4286160	Yeah, but that's just, you know, that's silly.
4286160	4288600	I mean, again, like I told you outside,
4288600	4290680	I have no home.
4290680	4293040	I'm living in rental cars in hotels.
4293040	4295400	And so I really have no sympathy for her
4295400	4297680	to take her money, to stay alive and eat.
4299400	4300240	Good.
4300240	4302280	No sympathy, to have shelter and eat.
4302280	4305200	And yes, you know, I didn't get the basics.
4305200	4307840	I didn't go to a shitty fucking roadway in.
4307840	4309160	I went to the best hotels I could.
4309160	4310000	So fuck her out.
4310000	4312520	Just, it'd be nice to have some little bit of luxury
4312520	4315680	for that I missed for a very long time.
4315680	4317040	You know, why not?
4317040	4318200	And it wasn't a fuck you.
4318200	4319520	It wasn't like, oh, I'm gonna,
4319520	4320520	this is my fuck you to her.
4320520	4322440	This is me staying alive and surviving
4322440	4323280	and get through this trip.
4323280	4324720	So I can get to fucking Sienna
4324720	4326720	and find out what's going on with David Rossi.
4326720	4327560	Okay.
4327560	4329680	And get to UBS and find and meet Sergio Armani.
4329680	4330760	That was the other part of the thing.
4330760	4331640	But that happened later.
4331640	4333120	Yes, indeed.
4333120	4334920	Okay, so at the campground, you mean?
4335800	4338000	I would take out, this is my only way of getting back.
4338000	4339400	Maybe yes, that's part of it.
4339400	4340240	There was some anger there,
4340240	4341360	but that wasn't the basic need.
4341360	4344040	The basic need was to eat and have shelter.
4344040	4344880	I hear you.
4346760	4348480	But you're not clicky clacky, you know.
4348480	4350240	Because we're recording this.
4350240	4351920	There's, and also I'm not guaranteeing
4351920	4352760	I'm taking stuff out.
4352760	4355040	So there's, but I definitely hear what you're saying.
4355040	4357600	And I will, I'm gonna, lucky me,
4357600	4359840	I'm gonna get to spend, you know,
4359840	4363000	how many, we're probably about seven hours now total.
4363000	4364640	I'm gonna get to go through this all again.
4365560	4370200	Relive this minus the cigarette smoke.
4370200	4373200	So minus like the fucking lung cancer you're giving me.
4373200	4375640	I got the fan blowing and went into the door's open.
4375640	4376480	Disgusting.
4380400	4381240	Okay, so.
4381240	4383040	David, prove what, David.
4383040	4383880	Yeah, exactly.
4383880	4385040	He sound like my wife.
4386800	4388120	It's a best piece.
4388120	4389960	Jesus, David.
4389960	4390960	The Marie keeps telling me,
4390960	4392440	it's like, David's like your ex-wife.
4392440	4393280	He's like a wife.
4393280	4394280	My ex-wife?
4394320	4395680	No, David's like your wife.
4395680	4396520	Sorry.
4397960	4399160	Did you talk to David again today?
4399160	4400000	Who are you talking to?
4400000	4400820	Is it David?
4400820	4403360	Kirsten gets sometimes,
4403360	4406400	is both with you and with Tom Hayes.
4406400	4409520	She like thinks, or has thought that,
4409520	4410720	I don't think she's actually thought this,
4410720	4412920	but I think it's like occurred to her at points
4412920	4415400	that maybe I have a lover.
4416400	4418280	Is this valve really a man?
4418280	4419120	Is it male valve?
4419120	4419960	Yeah, I don't.
4419960	4421480	That's why she called,
4421480	4422520	or she was on the phone the other night.
4422520	4425640	No, I think she just like finds you fascinating actually.
4425640	4427440	And she read the story, right?
4427440	4428280	What story?
4428280	4429120	She read your book.
4429120	4431640	Yeah, she's read it, but also she's just like,
4431640	4434520	you know, lived this with me for the past,
4434520	4435800	what, five years, so.
4435800	4437360	She is.
4437360	4438200	I mean, it's more so.
4438200	4439040	Do I anything?
4439040	4439880	No, not at all.
4439880	4440720	Yeah, I'll get some water.
4440720	4442520	I'll pause this for a second, please.
4442520	4443360	Bring it up.
4445360	4446200	I think it's important.
4446200	4447040	Oh, shit, dude.
4447040	4448880	That's not an exposure.
4448880	4451240	Oh my God, it's stop recording.
4451240	4452080	What?
4452760	4453840	Okay.
4453840	4455560	No, like for a while, yeah.
4455560	4456600	I just wanted to reiterate,
4456600	4457560	I just think it's a,
4457560	4459600	oh, you didn't record that last minute.
4459600	4461760	Oh, yeah, I can understand you.
4461760	4463600	No, I don't think it's.
4463600	4465600	No, that's not gonna happen.
4473600	4475600	You don't see this thing.
4475600	4476880	All you have to do is to spend some time
4476880	4478240	and you should look at it as opposed to
4478240	4481080	what's not to be seen as many after you.
4481080	4482220	You have to do that.
4485020	4486740	You should have.
4490240	4493040	You should have, that's funny.
