[00:00.000 --> 00:02.000]  Val: Right now. Good.
[03:12:32.440 --> 03:12:34.440]  Val: If you're stuck with it.
[03:12:34.440 --> 03:12:36.440]  Val: You have to.
[03:12:36.440 --> 03:12:38.440]  Val: I mean, I did.
[03:12:38.440 --> 03:12:40.440]  Val: Well, first of all, Muzza,
[03:12:40.440 --> 03:12:42.440]  Val: he's called Nick.
[03:12:42.440 --> 03:12:44.440]  Val: We need you to stay at this rehab
[03:12:44.440 --> 03:12:46.440]  Val: but we figure out everything
[03:12:46.440 --> 03:12:48.440]  Val: through your mopsie.
[03:12:48.440 --> 03:12:50.440]  Val: If you don't know anything about Muzza
[03:12:50.440 --> 03:12:52.440]  Val: or if you don't know anything about Muzza
[03:12:52.440 --> 03:12:54.440]  Val: you might want to stay out here.
[03:12:54.440 --> 03:12:56.440]  Val: I was banned from the UK for three years.
[03:12:56.440 --> 03:12:58.440]  Val: I've never stayed with him.
[03:12:58.440 --> 03:13:00.440]  Val: Nothing's relationship.
[03:13:00.440 --> 03:13:02.440]  Val: So, stay the year in the California
[03:13:02.440 --> 03:13:04.440]  Val: in this rehab.
[03:13:04.440 --> 03:13:06.440]  Val: We'll figure out the next move.
[03:13:06.440 --> 03:13:08.440]  Val: And that's when I realized
[03:13:08.440 --> 03:13:10.440]  Val: that I had to learn really fast
[03:13:10.440 --> 03:13:12.440]  Val: for my mother.
[03:13:12.440 --> 03:13:14.440]  Val: Well, the Buddha taught me.
[03:13:14.440 --> 03:13:16.440]  Val: She got my dad.
[03:13:16.440 --> 03:13:18.440]  Val: She threw out my dad.
[03:13:18.440 --> 03:13:20.440]  Val: Not the people, literally.
[03:13:20.440 --> 03:13:22.440]  Val: But he signed it.
[03:13:22.440 --> 03:13:24.440]  Val: But in the New York state
[03:13:24.440 --> 03:13:26.440]  Val: he agreed.
[03:13:26.440 --> 03:13:28.440]  Val: So, it's not up to her to throw that.
[03:13:28.440 --> 03:13:30.440]  Val: So, she landed in the fall of 2004
[03:13:30.440 --> 03:13:32.440]  Val: where she gets everything.
[03:13:32.440 --> 03:13:34.440]  Val: She's very smart.
[03:13:34.440 --> 03:13:36.440]  Val: And I didn't know anything about finance.
[03:13:36.440 --> 03:13:38.440]  Val: But she's doing something that's happening
[03:13:38.440 --> 03:13:40.440]  Val: where you can learn fast.
[03:13:40.440 --> 03:13:42.440]  Val: So, that's why I learned finance.
[03:13:44.440 --> 03:13:46.440]  Val: When you're desperate
[03:13:46.440 --> 03:13:48.440]  Val: and you have to face off
[03:13:48.440 --> 03:13:50.440]  Val: and get nothing to lose
[03:13:50.440 --> 03:13:52.440]  Val: you find like you have intelligence
[03:13:52.440 --> 03:13:54.440]  Val: and everything.
[03:13:54.440 --> 03:13:56.440]  Val: Really, everyone has it.
[03:13:56.440 --> 03:13:58.440]  Val: I think it's the current everybody.
[03:13:58.440 --> 03:14:00.440]  Val: If you can get rid of the emotion
[03:14:00.440 --> 03:14:02.440]  Val: because emotion sort of clogs you up
[03:14:02.440 --> 03:14:04.440]  Val: then you can get more free
[03:14:04.440 --> 03:14:06.440]  Val: and free of focus.
[03:14:06.440 --> 03:14:08.440]  Val: It's emotion that really blocks the emotions.
[03:14:08.440 --> 03:14:10.440]  Val: And emotion is important of course
[03:14:10.440 --> 03:14:12.440]  Val: but you also need the emotion to
[03:14:12.440 --> 03:14:14.440]  Val: connect with someone to understand
[03:14:14.440 --> 03:14:16.440]  Val: but you don't need it all the time.
[03:14:16.440 --> 03:14:18.440]  Val: You need to control it.
[03:14:18.440 --> 03:14:20.440]  Val: It's the greatest freedom.
Fed: [unintelligible]
[03:14:22.440 --> 03:14:24.440]  Val: Well, drugs.
[03:14:24.440 --> 03:14:26.440]  Val: Drugs help a lot.
[03:14:26.440 --> 03:14:28.440]  Val: When they train you, you can do it without drugs.
[03:14:28.440 --> 03:14:30.440]  Val: But at first, no, you can't.
[03:14:30.440 --> 03:14:32.440]  Val: But you're such an emotional mess.
[03:14:32.440 --> 03:14:34.440]  Val: So, you take the drug
[03:14:34.440 --> 03:14:36.440]  Val: which calms you down and makes you feel
[03:14:36.440 --> 03:14:38.440]  Val: like it's making you focus.
[03:14:38.440 --> 03:14:40.440]  Val: Like I was not crying.
[03:14:40.440 --> 03:14:42.440]  Val: I was not keeping my father.
[03:14:42.440 --> 03:14:44.440]  Val: And it's a reminder that
[03:14:44.440 --> 03:14:46.440]  Val: that part exists.
[03:14:46.440 --> 03:14:48.440]  Val: It's when you're pressing that existing
[03:14:48.440 --> 03:14:50.440]  Val: to get it back.
[03:14:50.440 --> 03:14:52.440]  Val: So, you just remind yourself that,
[03:14:52.440 --> 03:14:54.440]  Val: yeah, I was free once.
[03:14:54.440 --> 03:14:56.440]  Val: So, you have it.
[03:14:56.440 --> 03:14:58.440]  Val: So,
[03:14:58.440 --> 03:15:00.440]  Val: you can then exchange it.
[03:15:00.440 --> 03:15:02.440]  Val: And you can actually say,
[03:15:02.440 --> 03:15:04.440]  Val: wait, is that
[03:15:04.440 --> 03:15:06.440]  Val: is that my thinking?
[03:15:06.440 --> 03:15:08.440]  Val: Is this you?
[03:15:08.440 --> 03:15:10.440]  Val: Is that my question for you?
[03:15:10.440 --> 03:15:12.440]  Val: Is this certain?
[03:15:12.440 --> 03:15:14.440]  Val: That's the purpose of this.
[03:15:14.440 --> 03:15:16.440]  Val: Help me if you can hear me.
[03:15:16.440 --> 03:15:18.440]  Val: So, if you can stop me,
[03:15:18.440 --> 03:15:20.440]  Val: stop me, stop me.
[03:15:20.440 --> 03:15:22.440]  Val: We do it with light speakers.
[03:15:22.440 --> 03:15:24.440]  Val: We have it.
[03:15:24.440 --> 03:15:26.440]  Val: We get it.
[03:15:26.440 --> 03:15:28.440]  Val: It's like it becomes instinctive.
[03:15:28.440 --> 03:15:30.440]  Val: My dad would stop me.
[03:15:30.440 --> 03:15:32.440]  Val: He's the one.
[03:15:32.440 --> 03:15:34.440]  Val: You guys never
[03:15:34.440 --> 03:15:36.440]  Val: trust your feelings.
[03:15:36.440 --> 03:15:38.440]  Val: Always trust your instincts.
[03:15:38.440 --> 03:15:40.440]  Val: Your emotions.
[03:15:40.440 --> 03:15:42.440]  Val: And there's a huge difference between
[03:15:42.440 --> 03:15:44.440]  Val: your feelings and your emotions
[03:15:44.440 --> 03:15:46.440]  Val: and your instincts.
[03:15:58.440 --> 03:16:00.440]  Fed: What are you talking about?
[03:16:00.440 --> 03:16:02.440]  Fed: Feelings versus questions.
[03:16:02.440 --> 03:16:04.440]  Fed: Your instinct, I guess.
[03:16:04.440 --> 03:16:06.440]  Val: Your instinct is my emotion.
[03:16:06.440 --> 03:16:08.440]  Val: Your instinct is my reply.
[03:16:08.440 --> 03:16:10.440]  Val: It's like this danger is not in me.
[03:16:10.440 --> 03:16:12.440]  Val: This is going to serve me, not serve me.
[03:16:12.440 --> 03:16:14.440]  Val: I'm going to have to calculate it.
[03:16:14.440 --> 03:16:16.440]  Val: That's the risk.
[03:16:16.440 --> 03:16:18.440]  Val: I'm going to do the risk.
[03:16:18.440 --> 03:16:20.440]  Val: Let's see how sad it's going to be.
[03:16:20.440 --> 03:16:22.440]  Val: That's a [unintelligible].
[03:16:22.440 --> 03:16:24.440]  Val: Our brains are so fucking
[03:16:24.440 --> 03:16:26.440]  Val: amazingly fast.
[03:16:26.440 --> 03:16:28.440]  Val: We calculate that.
[03:16:28.440 --> 03:16:30.440]  Val: And it comes out as an instinctive
[03:16:30.440 --> 03:16:32.440]  Val: instinctive man. [??]
[03:16:32.440 --> 03:16:34.440]  Val: The emotional of the cloud,
[03:16:34.440 --> 03:16:36.440]  Val: you can see everything through this wall
[03:16:36.440 --> 03:16:38.440]  Val: that you're not wanted or not loved
[03:16:38.440 --> 03:16:40.440]  Val: or you're not wanted or not loved.
[03:16:40.440 --> 03:16:42.440]  Val: That's the way you're going to friend the world. [??]
[03:16:42.440 --> 03:16:44.440]  Val: That's the emotion you want to love. [??]
[03:16:44.440 --> 03:16:46.440]  Val: So focus on the world. [??]
[03:16:46.440 --> 03:16:48.440]  Val: That's all they want. [??]
[03:16:48.440 --> 03:16:50.440]  Val: You can do that.
[03:16:50.440 --> 03:16:52.440]  Val: Your dad just died.
[03:16:52.440 --> 03:16:54.440]  Val: My dad and my mother.
[03:16:54.440 --> 03:16:56.440]  Val: It was terrible.
[03:16:56.440 --> 03:16:58.440]  Val: I used to be
[03:16:58.440 --> 03:17:00.440]  Val: like a...
[03:17:00.440 --> 03:17:02.440]  Val: [laundry??].
[03:17:02.440 --> 03:17:04.440]  Val: I didn't do that.
[03:17:04.440 --> 03:17:06.440]  Val: I didn't do shopping.
[03:17:06.440 --> 03:17:08.440]  Val: People did it for me.
[03:17:08.440 --> 03:17:10.440]  Val: All of a sudden, I'm living in my car.
[03:17:10.440 --> 03:17:12.440]  Val: I don't know how to do it.
[03:17:12.440 --> 03:17:14.440]  Val: I don't know how to...
[03:17:14.440 --> 03:17:16.440]  Val: I didn't think I had it in me.
[03:17:16.440 --> 03:17:18.440]  Val: They did.
[03:17:18.440 --> 03:17:20.440]  Val: I don't know. We'll see.
[03:17:20.440 --> 03:17:22.440]  Val: We'll see.
[03:17:22.440 --> 03:17:24.440]  Val: It's another thing I'm not going to go there.
[03:17:26.440 --> 03:17:28.440]  Fed: It's a party.
[03:17:32.440 --> 03:17:34.440]  Fed: Hello.
[03:17:34.440 --> 03:17:36.440]  Fed: How are you?
[03:17:36.440 --> 03:17:38.440]  Fed: I'm fine.
[03:17:38.440 --> 03:17:40.440]  Fed: It's been a few years.
[03:17:40.440 --> 03:17:42.440]  Did you sacrifice?
[03:17:42.440 --> 03:17:44.440]  No.
[03:17:44.440 --> 03:17:46.440]  Fed: It's been a few years.
[unintelligible background talk]
[03:18:08.440 --> 03:18:10.440]  Fed: We'll do some research.
[03:18:10.440 --> 03:18:12.440]  Fed: Developing drugs.
[03:18:12.440 --> 03:18:14.440]  Fed: Like...
[03:18:14.440 --> 03:18:16.440]  Fed: We'll see.
[unintelligible background talk]
[03:18:18.440 --> 03:18:20.440]  Fed: I didn't do it.
[03:18:52.440 --> 03:18:54.440]  Fed: There's been a handful.
[03:18:54.440 --> 03:18:56.440]  Fed: Yeah, there's been a handful.
[03:18:56.440 --> 03:18:58.440]  Fed: We have the FBI tries to hire
[03:18:58.440 --> 03:19:00.440]  Fed: diversely
[03:19:00.440 --> 03:19:02.440]  Fed: in terms of like backgrounds.
[03:19:02.440 --> 03:19:04.440]  Fed: So we don't...
[03:19:04.440 --> 03:19:06.440]  Fed: We try
[03:19:06.440 --> 03:19:08.440]  Fed: There's a big pool of like...
[03:19:08.440 --> 03:19:10.440]  Fed: Lawyers want to join...
[03:19:10.440 --> 03:19:12.440]  Fed: Cops want to join...
[03:19:12.440 --> 03:19:14.440]  Fed: [unintelligible] want to be in contact with...
[03:19:14.440 --> 03:19:16.440]  Fed: want to join...
[03:19:16.440 --> 03:19:18.440]  The military.
[03:19:18.440 --> 03:19:20.440]  Fed: We certainly don't want to be a
[03:19:20.440 --> 03:19:22.440]  Fed: 100% of that.
[03:19:22.440 --> 03:19:24.440]  Fed: We don't want to be a general...
[03:19:24.440 --> 03:19:26.440]  Fed: We want to be a general population.
[03:19:26.440 --> 03:19:28.440]  Fed: We don't want...
[03:19:28.440 --> 03:19:30.440]  Fed: We're going to get a fifth grade teacher
[03:19:30.440 --> 03:19:32.440]  Fed: when I was in high school.
[03:19:32.440 --> 03:19:34.440]  Fed: He also had a rocket scientist.
[03:19:34.440 --> 03:19:36.440]  Fed: Just a lot of people.
[03:19:36.440 --> 03:19:38.440]  Fed: I've had all over the world.
[03:19:38.440 --> 03:19:40.440]  Fed: What was a fifth grade teacher.
[03:19:40.440 --> 03:19:42.440]  Fed: They've heard of people together?
[03:19:42.440 --> 03:19:44.440]  Fed: She's actually a good...
[03:19:44.440 --> 03:19:46.440]  Fed: She's still a good agent.
[03:19:46.440 --> 03:19:48.440]  Val: She must be a people person.
[03:19:48.440 --> 03:19:50.440]  Fed: Yeah, she's very good people.
[03:19:50.440 --> 03:19:52.440]  Fed: But she's also a very good...
[03:19:52.440 --> 03:19:54.720]  Fed: and a lot of things that we had to do.
[03:19:54.720 --> 03:19:55.720]  Fed: But...
[03:19:55.720 --> 03:19:57.280]  Val: You still have the Casanovas?
[03:19:57.280 --> 03:19:58.480]  Val: And it still exists?
[03:19:58.480 --> 03:19:59.480]  Val: Casanovas?
[03:19:59.480 --> 03:20:00.480]  Val: Spies?
[03:20:00.480 --> 03:20:01.480]  Fed: What's that?
[03:20:01.480 --> 03:20:02.480]  Val: Casanovas.
[03:20:02.480 --> 03:20:03.480]  Val: Spies.
[03:20:03.480 --> 03:20:06.480]  Fed: Yeah, well, we don't know a lot like that.
[03:20:06.480 --> 03:20:07.480]  Fed: It's a little thing.
[03:20:07.480 --> 03:20:09.480]  Val: No, it's like the old 60s.
[03:20:09.480 --> 03:20:12.480]  Val: You know, the guys who got laid to get information.
[03:20:12.480 --> 03:20:13.480]  Fed: Hello.
[03:20:13.480 --> 03:20:15.480]  Fed: I don't think that's ever been
[03:20:15.480 --> 03:20:16.480]  Fed: No, I don't.
[03:20:16.480 --> 03:20:18.480]  Fed: Maybe it's what's waiting for my time.
[03:20:18.480 --> 03:20:19.480]  Fed: That's the 60s.
[03:20:19.480 --> 03:20:21.480]  Fed: Yeah, I'm pretty sure that's the...
[03:20:21.520 --> 03:20:23.520]  Fed: You know, that's the limit.
[03:20:23.520 --> 03:20:25.520]  Fed: They're working for us right now.
[03:20:25.520 --> 03:20:27.520]  Fed: Those guys get fired.
[03:20:27.520 --> 03:20:29.520]  Fed: I was gonna say.
[03:20:29.520 --> 03:20:31.520]  Fed: Do you know how many roles we have?
[03:20:31.520 --> 03:20:34.520]  Fed: Like, half the stories of your complete bullshit.
[03:20:34.520 --> 03:20:37.520]  Fed: But, you know, it's good that there's a myth out there
[03:20:37.520 --> 03:20:40.520]  Fed: that people make you just sleep with whoever.
[03:20:40.520 --> 03:20:42.520]  Fed: Maybe that's...I'm sure that's what some agents said.
[03:20:42.520 --> 03:20:43.520]  Fed: It's like, no, no, no.
[03:20:43.520 --> 03:20:45.520]  Fed: I'm recruiting you for some super secret mission.
[03:20:45.520 --> 03:20:47.520]  Fed: All you gotta do is sleep with me.
[03:20:47.520 --> 03:20:48.520]  Val: Right.
[03:20:48.560 --> 03:20:50.560]  Fed: You know, she's probably graduating.
[03:20:50.560 --> 03:20:52.560]  Fed: It's like, I'm working for the FBI.
[03:20:52.560 --> 03:20:54.560]  Fed: That's what I'm doing.
[03:20:54.560 --> 03:20:56.560]  Val: Oh, quick question, though.
[03:20:56.560 --> 03:21:00.560]  Val: You guys have unfettered access to, like,
[03:21:00.560 --> 03:21:05.560]  Val: the sort of the interagency software
[03:21:05.560 --> 03:21:08.560]  Val: where, like, if I wanted to go hack into your phone,
[03:21:08.560 --> 03:21:12.560]  Val: to your camera.
[03:21:12.560 --> 03:21:14.560]  Val: Is there FISA warrant?
[03:21:14.560 --> 03:21:16.560]  Val: Still, there's not a FISA warrant?
[03:21:16.600 --> 03:21:19.600]  Val: Do you have to be able to probable cause?
[03:21:19.600 --> 03:21:23.600]  Val: Like, if I wanted to hack into your phone
[03:21:23.600 --> 03:21:27.600]  Val: and try your camera, would I need a FISA warrant?
[03:21:27.600 --> 03:21:28.600]  Fed: Yeah.
[03:21:28.600 --> 03:21:31.600]  Val: Or is it, like, is it sure like now?
[03:21:31.600 --> 03:21:32.600]  Val: Is it in the world?
[03:21:32.600 --> 03:21:34.600]  Val: See, ten years ago, if you needed a FISA warrant,
[03:21:34.600 --> 03:21:35.600]  Val: it would be very qualified to get one.
[03:21:35.600 --> 03:21:38.600]  Val: But now it's adjacent to the point where you just ask for it.
[03:21:38.600 --> 03:21:39.600]  Fed: No, it's way harder.
[03:21:39.600 --> 03:21:40.600]  Val: Really?
[03:21:40.600 --> 03:21:41.600]  Fed: Should that, even that?
[03:21:41.600 --> 03:21:44.600]  Fed: And just thinking theoretically is, like,
[03:21:44.640 --> 03:21:45.640]  Fed: even harder to do.
[03:21:45.640 --> 03:21:46.640]  Val: Really?
[03:21:46.640 --> 03:21:48.640]  Fed: Yeah, to an effect.
[03:21:48.640 --> 03:21:51.640]  Fed: You're not, you're no longer searching, you're actively
[03:21:51.640 --> 03:21:53.640]  Fed: buttering or flipping.
[03:21:53.640 --> 03:21:55.640]  Fed: That's what happens.
[03:21:55.640 --> 03:21:58.640]  Fed: Yeah, then that, like, a new turn.
[03:21:58.640 --> 03:22:00.640]  Fed: Like, a turn on the camera.
[03:22:00.640 --> 03:22:02.640]  Val: What's the difference now in a guy sitting in a car
[03:22:02.640 --> 03:22:04.640]  Val: on top of a car?
[03:22:04.640 --> 03:22:07.640]  Fed: Look, this thing can go places where some guy in a car can't.
[03:22:07.640 --> 03:22:08.640]  Val: Which is...
[03:22:08.640 --> 03:22:09.640]  Fed: In a car?
[03:22:09.640 --> 03:22:10.640]  Fed: In a car.
[03:22:10.640 --> 03:22:11.640]  Val: In a car in your house.
[03:22:11.640 --> 03:22:13.640]  Val: Who's a guy in a car?
[03:22:13.680 --> 03:22:15.680]  Val: Yeah, I thought it was you guys.
[03:22:15.680 --> 03:22:16.680]  Val: See you guys?
[03:22:16.680 --> 03:22:18.680]  Fed: We're in the triangle.
[03:22:18.680 --> 03:22:20.680]  Fed: I don't think so.
[03:22:20.680 --> 03:22:22.680]  Val: There's some other interesting things to see.
[03:22:22.680 --> 03:22:25.680]  Val: You got a guy outside of the brewery.
[03:22:25.680 --> 03:22:28.680]  Val: So he's in the same place with the triangle.
[03:22:28.680 --> 03:22:31.680]  Val: And then every time he spots, he goes away
[03:22:31.680 --> 03:22:33.680]  Val: I thought it was you.
[03:22:33.680 --> 03:22:35.680]  Fed: Might be, like, see a higher-department investigator
[03:22:35.680 --> 03:22:37.680]  Fed: for all I know.
[03:22:37.680 --> 03:22:38.680]  Val: Maybe that, too.
[03:22:38.680 --> 03:22:40.680]  Val: Let's take a picture of the place.
[03:22:40.680 --> 03:22:42.680]  Val: Can I just run it here?
[03:22:42.720 --> 03:22:43.720]  Fed: How would you run it?
[03:22:43.720 --> 03:22:45.720]  Val: Oh, I got some.
[03:22:45.720 --> 03:22:47.720]  Fed: You got a guy.
[03:22:47.720 --> 03:22:49.720]  Val: That's the thing.
[03:22:49.720 --> 03:22:51.720]  Fed: I got a guy.
[03:22:51.720 --> 03:22:53.720]  Val: You used to be seen in the improviser
[03:22:53.720 --> 03:22:55.720]  Val: and you guys know how to do it.
[03:22:55.720 --> 03:22:57.720]  Fed: Oh, I know.
[03:22:57.720 --> 03:22:59.720]  Fed: That is...
[03:22:59.720 --> 03:23:01.720]  Val: How do you put that?
[03:23:01.720 --> 03:23:02.720]  Fed: Stuff.
[03:23:02.720 --> 03:23:04.720]  Fed: I mean, you can't do it by yourself.
[03:23:04.720 --> 03:23:06.720]  Fed: The level of this is not as much as it needs to be
[03:23:06.720 --> 03:23:09.720]  Fed: to roll with the times and adapt.
[03:23:09.760 --> 03:23:11.760]  Fed: Like, for example,
[03:23:11.760 --> 03:23:14.760]  Fed: this whole encryption key battle,
[03:23:14.760 --> 03:23:18.760]  Fed: like, you know, we've had previous leaders talk about,
[03:23:18.760 --> 03:23:21.760]  Fed: like, what do you need to give up the encryption key?
[03:23:21.760 --> 03:23:23.760]  Fed: But we all kind of know, like,
[03:23:23.760 --> 03:23:25.760]  Fed: philosophically, that'll never,
[03:23:25.760 --> 03:23:27.760]  Fed: and that shouldn't happen if it doesn't matter.
[03:23:27.760 --> 03:23:29.760]  Fed: It's, like, a losing battle.
[03:23:29.760 --> 03:23:31.760]  Fed: We're just going to, unfortunately, have to adapt.
[03:23:31.760 --> 03:23:34.760]  Fed: If you just build a job, it's just going to be harder.
[03:23:34.760 --> 03:23:37.760]  Fed: And then many, you know, like,
[03:23:37.800 --> 03:23:41.800]  Fed: these old-school techniques
[03:23:41.800 --> 03:23:43.800]  Fed: that, like, talking to people, like,
[03:23:43.800 --> 03:23:45.800]  Fed: we're talking right now are talking to people
[03:23:45.800 --> 03:23:47.800]  Fed: that are now way more, you know,
[03:23:47.800 --> 03:23:49.800]  Fed: just sitting at your desk
[03:23:49.800 --> 03:23:51.800]  Fed: and looking at, like, a pipeline.
[03:23:51.800 --> 03:23:54.800]  Fed: So it becomes, there's a question [???]
[03:23:54.800 --> 03:23:56.800]  Fed: at work sometimes.
[03:23:56.800 --> 03:23:58.800]  Fed: And, like, swaying back to [??]
[03:23:58.800 --> 03:24:01.800]  Fed: And this is just me, but it should be hard.
[03:24:01.800 --> 03:24:03.800]  Val: It should be hard?
[03:24:03.800 --> 03:24:05.800]  Fed: It should be hard.
[03:24:05.840 --> 03:24:07.840]  Fed: It should be hard.
[03:24:07.840 --> 03:24:09.840]  Val: I agree a lot.
[03:24:09.840 --> 03:24:11.840]  Val: It should be better.
[03:24:11.840 --> 03:24:13.840]  Val: It's not the way it works.
[03:24:13.840 --> 03:24:15.840]  Val: It's the way it works.
[03:24:15.840 --> 03:24:17.840]  Val: There's nothing, there's no secret to it.
[03:24:17.840 --> 03:24:19.840]  Val: It's just that, you know,
[03:24:19.840 --> 03:24:21.840]  Val: I can find it when I want it,
[03:24:21.840 --> 03:24:23.840]  Val: but I don't really want it yet.
[03:24:23.840 --> 03:24:25.840]  Val: There's nothing I can do.
[03:24:25.840 --> 03:24:27.840]  Val: You can do that.
[03:24:27.840 --> 03:24:29.840]  Val: You know, I mean, I can do it.
[03:24:29.840 --> 03:24:31.840]  Val: I can do it anywhere in the world.
[03:24:31.840 --> 03:24:33.840]  Val: You know, once you get there,
[03:24:33.880 --> 03:24:35.880]  Val: you have to actually keep a secret from all of them.
[03:24:35.880 --> 03:24:37.880]  Val: That's a weird quote.
[03:24:37.880 --> 03:24:39.880]  Val: I don't know what to make of it.
[03:24:39.880 --> 03:24:41.880]  Val: You just have to adapt to it and accept it, I guess.
[03:24:41.880 --> 03:24:43.880]  Val: It's true.
[03:24:43.880 --> 03:24:45.880]  Val: It's just, like, you know,
[03:24:45.880 --> 03:24:47.880]  Val: good pre-LLCs instead of work.
[03:24:49.880 --> 03:24:51.880]  Val: You don't have your name on it.
[03:24:51.880 --> 03:24:53.880]  Val: That's beautiful things.
[03:24:53.880 --> 03:24:55.880]  Val: That's why it's a living dog.
[03:24:55.880 --> 03:24:57.880]  Val: You can have a fake name.
[03:24:57.880 --> 03:24:59.880]  Val: You can have a name.
[03:24:59.880 --> 03:25:01.880]  Val: Perfectly legal to be in charge of an LLC.
[03:25:01.920 --> 03:25:03.920]  Val: It's a good thing to do.
[03:25:03.920 --> 03:25:05.920]  Val: Jersey and all of Iowa.
[03:25:05.920 --> 03:25:07.920]  Fed: Yeah, it's just like a state.
[03:25:07.920 --> 03:25:09.920]  Fed: It's a state.
[03:25:09.920 --> 03:25:11.920]  Fed: You know what?
[03:25:11.920 --> 03:25:13.920]  Val: It's very deep, very Jersey.
[03:25:13.920 --> 03:25:15.920]  Val: I think that's pretty sure.
[03:25:15.920 --> 03:25:17.920]  Fed: Probably.
[03:25:17.920 --> 03:25:19.920]  Fed: It's a good spot.
[03:25:23.920 --> 03:25:25.920]  Val: Thank you.
[03:25:25.920 --> 03:25:27.920]  Fed: You want to go?
[03:25:27.920 --> 03:25:29.920]  Fed: I'll go.
[03:25:29.960 --> 03:25:31.960]  Fed: I'm trying to be helpful.
[03:25:31.960 --> 03:25:33.960]  Fed: Yeah.
[03:25:35.960 --> 03:25:37.960]  Val: Actually, I think if you prefer
[03:25:37.960 --> 03:25:39.960]  Val: an opera or a movie,
[03:25:39.960 --> 03:25:41.960]  Val: I think you can take it.
[03:25:41.960 --> 03:25:43.960]  Val: I think you can take it.
[unintelligible chatting]
[03:26:28.960 --> 03:26:33.960]  Val: It's not, I can't, it's, it's all I'm learning.
[03:26:33.960 --> 03:26:35.960]  Val: It's not only me.
[03:26:35.960 --> 03:26:37.960]  Val: It's only freedom, too.
[03:26:37.960 --> 03:26:39.960]  Val: It's a freedom, you know what I'm saying?
[03:26:39.960 --> 03:26:42.960]  Val: It's worrying about a kid, and then everything is justified.
[03:26:42.960 --> 03:26:45.960]  Val: Everything is justified if it's for his safety.
[03:26:45.960 --> 03:26:47.960]  Val: You know?
[03:26:47.960 --> 03:26:50.960]  Val: That's the interesting part of it.
[03:26:50.960 --> 03:26:53.960]  Val: Where are you thinking about yourself all the time?
[03:26:53.960 --> 03:26:55.960]  Val: I don't know.
[03:26:55.960 --> 03:26:58.960]  Val: I think it's more because of the protector.
[03:26:58.960 --> 03:27:02.960]  Val: Yeah, or, uh, or...
[03:27:02.960 --> 03:27:04.960]  Val: I don't know.
[03:27:04.960 --> 03:27:06.960]  Val: There's a word for it.
[03:27:06.960 --> 03:27:08.960]  Val: You're a protector of someone.
[03:27:08.960 --> 03:27:10.960]  Val: Someone else's life is now.
[03:27:10.960 --> 03:27:12.960]  Fed:Yeah.
[03:27:12.960 --> 03:27:14.960]  Val: Well, it's also pretty scary as shit.
[03:27:14.960 --> 03:27:17.960]  Val: You know, you're accountable for everything.
[03:27:18.960 --> 03:27:21.960]  Val: What if it turns out to be an accident?
[03:27:21.960 --> 03:27:23.960]  Val: Shit.
[03:27:23.960 --> 03:27:25.960]  Fed: That's when you were like, that was the other person.
[03:27:25.960 --> 03:27:27.960]  Val: Shit.
[03:27:29.960 --> 03:27:31.960]  Fed: Yeah, you're gonna have faith, though.
[03:27:31.960 --> 03:27:33.960]  Fed: That's all for me.
[03:27:33.960 --> 03:27:35.960]  Fed: Here you go.
[03:27:40.960 --> 03:27:42.960]  Fed: Are you serious?
[03:27:42.960 --> 03:27:44.960]  Fed: He's just searing in the sun.
[03:27:44.960 --> 03:27:46.960]  Val: Well, Houston is hot, right?
[03:27:46.960 --> 03:27:48.960]  Fed: Yeah.
[03:27:52.960 --> 03:27:55.960]  Val: There's a lot of stuff going on with oil contracts down there.
[03:27:55.960 --> 03:27:57.960]  Fed: What's that?
[03:27:57.960 --> 03:27:59.960]  Val: There's a lot of stuff going on with oil contracts down there.
[03:27:59.960 --> 03:28:01.960]  Val: And a trade-off and a trade-off.
[03:28:01.960 --> 03:28:03.960]  Val: It's really big.
[03:28:03.960 --> 03:28:05.960]  Val: The whole concept of oil contracts is really big.
[03:28:05.960 --> 03:28:07.960]  Fed: Yeah.
[03:28:07.960 --> 03:28:09.960]  Fed: The oil companies are very political.
[03:28:09.960 --> 03:28:12.960]  Fed: There's a lot of other factors that you can think of.
[03:28:12.960 --> 03:28:14.960]  Val: Yeah?
[03:28:14.960 --> 03:28:16.960]  Val: Just political factors?
[03:28:16.960 --> 03:28:18.960]  Val: People that are just fucking...
[03:28:18.960 --> 03:28:20.960]  Val: I think everyone else is off.
[03:28:20.960 --> 03:28:22.960]  Fed: Well, I think there's a lot of other things.
[03:28:22.960 --> 03:28:24.960]  Fed: Peaks down around the whole...
[03:28:24.960 --> 03:28:26.960]  Fed: Yeah, yeah, yeah.
[03:28:26.960 --> 03:28:28.960]  Fed: I don't know.
[03:28:28.960 --> 03:28:30.960]  Fed: People have issues with oil contracts.
[unintelligible]
Fed: That's why we're gainfully employed
[unintelligible talk about bitcoin]
[03:31:41.460 --> 03:31:42.460]  Fed: Now it's 11.5.
[03:31:42.460 --> 03:31:43.460]  Fed: 11.5?
[03:31:43.460 --> 03:31:44.460]  Fed: Yeah.
[03:31:44.460 --> 03:31:45.460]  Fed: Okay.
[03:31:45.460 --> 03:31:46.460]  Fed: I'm sorry.
[03:31:46.460 --> 03:31:47.460]  Fed: I'm sorry.
[03:31:47.460 --> 03:31:48.460]  Fed: It dropped to...
